,gene_id,gene_type,gene_name
1195121,ENSMUSG00000013415.9,protein_coding,Igf2bp1
1195180,ENSMUSG00000093358.1,miRNA,Mir3063
1195183,ENSMUSG00000099928.1,antisense,Gm29202
1195188,ENSMUSG00000103376.1,TEC,Gm37179
1195191,ENSMUSG00000014351.12,protein_coding,Gip
1195226,ENSMUSG00000098425.1,snoRNA,Gm24949
1195229,ENSMUSG00000006058.10,protein_coding,Snf8
1195288,ENSMUSG00000014349.7,protein_coding,Ube2z
1195308,ENSMUSG00000006057.15,protein_coding,Atp5g1
1195367,ENSMUSG00000064795.1,snRNA,Gm22423
1195370,ENSMUSG00000006056.13,protein_coding,Calcoco2
1195407,ENSMUSG00000038756.13,protein_coding,Ttll6
1195475,ENSMUSG00000086337.1,lincRNA,Gm11535
1195479,ENSMUSG00000049604.3,protein_coding,Hoxb13
1195489,ENSMUSG00000099107.1,misc_RNA,Gm27898
1195492,ENSMUSG00000099133.1,misc_RNA,Gm27605
1195495,ENSMUSG00000083337.1,processed_pseudogene,Gm11539
1195498,ENSMUSG00000078706.4,lincRNA,Gm53
1195513,ENSMUSG00000065546.1,miRNA,Mir196a-1
1195516,ENSMUSG00000020875.9,protein_coding,Hoxb9
1195535,ENSMUSG00000056648.5,protein_coding,Hoxb8
1195565,ENSMUSG00000038721.8,protein_coding,Hoxb7
1195578,ENSMUSG00000085645.1,antisense,Hoxb5os
1195586,ENSMUSG00000000690.5,protein_coding,Hoxb6
1195607,ENSMUSG00000038700.4,protein_coding,Hoxb5
1195619,ENSMUSG00000065519.1,miRNA,Mir10a
1195622,ENSMUSG00000038692.8,protein_coding,Hoxb4
1195632,ENSMUSG00000048763.11,protein_coding,Hoxb3
1195668,ENSMUSG00000075589.3,antisense,Gm11536
1195673,ENSMUSG00000084844.3,antisense,Hoxb3os
1195682,ENSMUSG00000075588.6,protein_coding,Hoxb2
1195694,ENSMUSG00000018973.2,protein_coding,Hoxb1
1195707,ENSMUSG00000075587.5,processed_pseudogene,Gm11531
1195710,ENSMUSG00000075586.4,processed_transcript,Gm11529
1195715,ENSMUSG00000057058.16,protein_coding,Skap1
1195867,ENSMUSG00000097289.1,lincRNA,2010300F17Rik
1195874,ENSMUSG00000085242.1,antisense,Gm11537
1195878,ENSMUSG00000020876.14,protein_coding,Snx11
1195954,ENSMUSG00000018666.13,protein_coding,Cbx1
1196018,ENSMUSG00000081249.3,processed_pseudogene,Gm11517
1196021,ENSMUSG00000038615.17,protein_coding,Nfe2l1
1196153,ENSMUSG00000018672.15,protein_coding,Copz2
1196215,ENSMUSG00000065515.1,miRNA,Mir152
1196218,ENSMUSG00000087117.8,processed_transcript,Gm11523
1196232,ENSMUSG00000083651.1,processed_pseudogene,Gm11524
1196235,ENSMUSG00000018669.14,protein_coding,Cdk5rap3
1196405,ENSMUSG00000078700.10,processed_transcript,D030028A08Rik
1196435,ENSMUSG00000085307.1,antisense,Gm11525
1196439,ENSMUSG00000047040.9,protein_coding,Prr15l
1196481,ENSMUSG00000018659.12,protein_coding,Pnpo
1196521,ENSMUSG00000018678.13,protein_coding,Sp2
1196581,ENSMUSG00000038560.7,protein_coding,Sp6
1196600,ENSMUSG00000087067.1,processed_transcript,Gm11532
1196604,ENSMUSG00000020877.11,protein_coding,Scrn2
1196646,ENSMUSG00000020878.6,protein_coding,Lrrc46
1196668,ENSMUSG00000081860.1,processed_pseudogene,Gm11533
1196671,ENSMUSG00000001445.10,protein_coding,Mrpl10
1196702,ENSMUSG00000085262.1,processed_transcript,Gm11574
1196707,ENSMUSG00000038534.18,protein_coding,Osbpl7
1196884,ENSMUSG00000098769.1,miRNA,Mir8103
1196887,ENSMUSG00000084068.1,processed_pseudogene,Gm11573
1196890,ENSMUSG00000001444.2,protein_coding,Tbx21
1196908,ENSMUSG00000084368.1,processed_pseudogene,Gm11572
1196911,ENSMUSG00000038517.15,protein_coding,Tbkbp1
1197046,ENSMUSG00000099286.1,miRNA,Mir7235
1197049,ENSMUSG00000001440.5,protein_coding,Kpnb1
1197108,ENSMUSG00000084936.1,antisense,Gm11583
1197112,ENSMUSG00000001441.13,protein_coding,Npepps
1197439,ENSMUSG00000086680.2,antisense,Gm11592
1197444,ENSMUSG00000018882.12,protein_coding,Mrpl45
1197475,ENSMUSG00000081958.1,processed_pseudogene,Gm11594
1197478,ENSMUSG00000070337.4,protein_coding,Gpr179
1197508,ENSMUSG00000038485.5,protein_coding,Socs7
1197538,ENSMUSG00000049807.16,protein_coding,Arhgap23
1197693,ENSMUSG00000047988.1,protein_coding,4933428G20Rik
1197705,ENSMUSG00000038453.16,protein_coding,Srcin1
1197866,ENSMUSG00000087042.1,sense_intronic,Gm11611
1197870,ENSMUSG00000085860.1,processed_transcript,2410003L11Rik
1197879,ENSMUSG00000043439.5,protein_coding,Epop
1197887,ENSMUSG00000085586.1,processed_transcript,Gm11613
1197893,ENSMUSG00000093004.1,miRNA,Gm24158
1197896,ENSMUSG00000038437.11,protein_coding,Mllt6
1198027,ENSMUSG00000098881.1,miRNA,Mir6927
1198030,ENSMUSG00000078695.8,protein_coding,Cisd3
1198071,ENSMUSG00000018537.16,protein_coding,Pcgf2
1198208,ENSMUSG00000069744.7,protein_coding,Psmb3
1198233,ENSMUSG00000018547.8,protein_coding,Pip4k2b
1198266,ENSMUSG00000085145.1,antisense,Gm11614
1198270,ENSMUSG00000098919.1,miRNA,Mir8102
1198273,ENSMUSG00000018541.10,protein_coding,Cwc25
1198323,ENSMUSG00000084168.3,processed_pseudogene,Atp5l2-ps
1198326,ENSMUSG00000018543.8,protein_coding,1700001P01Rik
1198338,ENSMUSG00000071415.6,protein_coding,Rpl23
1198375,ENSMUSG00000098813.1,snoRNA,Gm27326
1198378,ENSMUSG00000064901.1,snoRNA,Snora21
1198381,ENSMUSG00000038366.15,protein_coding,Lasp1
1198543,ENSMUSG00000050538.8,protein_coding,B230217C12Rik
1198581,ENSMUSG00000070336.3,protein_coding,Fbxo47
1198612,ENSMUSG00000086917.1,lincRNA,Gm11630
1198616,ENSMUSG00000017417.14,protein_coding,Plxdc1
1198701,ENSMUSG00000093013.1,miRNA,Gm22461
1198704,ENSMUSG00000082715.1,processed_pseudogene,Gm11633
1198707,ENSMUSG00000038352.15,protein_coding,Arl5c
1198736,ENSMUSG00000020882.17,protein_coding,Cacnb1
1198911,ENSMUSG00000086716.1,processed_transcript,Gm11629
1198915,ENSMUSG00000017404.12,protein_coding,Rpl19
1198953,ENSMUSG00000098992.1,miRNA,Gm27597
1198956,ENSMUSG00000017400.10,protein_coding,Stac2
1198999,ENSMUSG00000084079.1,processed_pseudogene,Gm11631
1199002,ENSMUSG00000020883.18,protein_coding,Fbxl20
1199105,ENSMUSG00000084896.1,processed_transcript,Gm11632
1199109,ENSMUSG00000018160.15,protein_coding,Med1
1199257,ENSMUSG00000085897.2,processed_pseudogene,Gm11604
1199260,ENSMUSG00000003119.14,protein_coding,Cdk12
1199374,ENSMUSG00000098827.1,miRNA,Gm27399
1199377,ENSMUSG00000093176.1,miRNA,Mir5119
1199380,ENSMUSG00000084457.1,rRNA,n-R5s73
1199383,ENSMUSG00000093673.1,sense_overlapping,Gm20644
1199386,ENSMUSG00000038255.6,protein_coding,Neurod2
1199396,ENSMUSG00000061718.12,protein_coding,Ppp1r1b
1199473,ENSMUSG00000085944.1,processed_transcript,1700003D09Rik
1199478,ENSMUSG00000018167.10,protein_coding,Stard3
1199566,ENSMUSG00000007877.2,protein_coding,Tcap
1199576,ENSMUSG00000038216.7,protein_coding,Pnmt
1199591,ENSMUSG00000038208.13,protein_coding,Pgap3
1199647,ENSMUSG00000062312.5,protein_coding,Erbb2
1199737,ENSMUSG00000089223.1,snRNA,Gm25048
1199740,ENSMUSG00000002580.7,protein_coding,Mien1
1199754,ENSMUSG00000084835.1,antisense,Gm12352
1199758,ENSMUSG00000019312.10,protein_coding,Grb7
1199845,ENSMUSG00000018168.8,protein_coding,Ikzf3
1199879,ENSMUSG00000084621.1,snRNA,Gm25106
1199882,ENSMUSG00000017195.15,protein_coding,Zpbp2
1199986,ENSMUSG00000038150.7,protein_coding,Ormdl3
1200000,ENSMUSG00000086545.4,protein_coding,Lrrc3c
1200010,ENSMUSG00000078134.1,protein_coding,Gm12355
1200018,ENSMUSG00000064224.10,protein_coding,Gsdma3
1200071,ENSMUSG00000017211.14,protein_coding,Gsdma2
1200143,ENSMUSG00000017204.4,protein_coding,Gsdma
1200173,ENSMUSG00000017221.14,protein_coding,Psmd3
1200234,ENSMUSG00000085955.1,processed_transcript,Gm12356
1200238,ENSMUSG00000038067.2,protein_coding,Csf3
1200254,ENSMUSG00000017210.14,protein_coding,Med24
1200513,ENSMUSG00000088169.1,snoRNA,Gm22059
1200516,ENSMUSG00000058756.13,protein_coding,Thra
1200616,ENSMUSG00000020889.11,protein_coding,Nr1d1
1200641,ENSMUSG00000052915.14,protein_coding,Msl1
1200733,ENSMUSG00000075576.12,antisense,Gm12359
1200746,ENSMUSG00000078676.9,protein_coding,Casc3
1200825,ENSMUSG00000038020.5,protein_coding,Rapgefl1
1200870,ENSMUSG00000038013.14,protein_coding,Wipf2
1200914,ENSMUSG00000088485.1,snRNA,Gm23640
1200917,ENSMUSG00000017499.15,protein_coding,Cdc6
1201011,ENSMUSG00000037992.16,protein_coding,Rara
1201134,ENSMUSG00000064491.1,snRNA,Gm22061
1201137,ENSMUSG00000047197.1,protein_coding,Gjd3
1201143,ENSMUSG00000020914.17,protein_coding,Top2a
1201247,ENSMUSG00000077285.1,snoRNA,Gm26394
1201250,ENSMUSG00000065262.1,snoRNA,Gm23451
1201253,ENSMUSG00000017493.12,protein_coding,Igfbp4
1201302,ENSMUSG00000017607.9,protein_coding,Tns4
1201351,ENSMUSG00000037944.8,protein_coding,Ccr7
1201363,ENSMUSG00000037935.16,protein_coding,Smarce1
1201415,ENSMUSG00000035849.14,protein_coding,Krt222
1201455,ENSMUSG00000020913.3,protein_coding,Krt24
1201477,ENSMUSG00000083666.1,processed_pseudogene,Gm12358
1201481,ENSMUSG00000035831.2,protein_coding,Krt25
1201503,ENSMUSG00000075570.2,protein_coding,Krt26
1201533,ENSMUSG00000017588.2,protein_coding,Krt27
1201555,ENSMUSG00000055937.1,protein_coding,Krt28
1201577,ENSMUSG00000019761.10,protein_coding,Krt10
1201606,ENSMUSG00000087692.1,antisense,Gm11940
1201610,ENSMUSG00000020912.4,protein_coding,Krt12
1201632,ENSMUSG00000084890.1,antisense,A830036E02Rik
1201649,ENSMUSG00000035775.2,protein_coding,Krt20
1201671,ENSMUSG00000006777.7,protein_coding,Krt23
1201693,ENSMUSG00000064165.8,protein_coding,Krt39
1201733,ENSMUSG00000059169.9,protein_coding,Krt40
1201766,ENSMUSG00000069722.4,protein_coding,Krtap3-3
1201774,ENSMUSG00000069721.2,protein_coding,Krtap3-2
1201782,ENSMUSG00000078132.1,protein_coding,Gm11939
1201789,ENSMUSG00000047564.4,protein_coding,Krtap3-1
1201797,ENSMUSG00000047253.4,protein_coding,Krtap1-5
1201805,ENSMUSG00000075567.4,protein_coding,Krtap1-4
1201813,ENSMUSG00000078131.1,protein_coding,Krtap1-3
1201821,ENSMUSG00000049809.2,protein_coding,Krtap9-3
1201829,ENSMUSG00000057674.3,protein_coding,Gm11938
1201837,ENSMUSG00000058725.1,protein_coding,Gm11937
1201844,ENSMUSG00000060756.5,protein_coding,Krtap2-4
1201852,ENSMUSG00000062278.2,protein_coding,Gm11562
1201860,ENSMUSG00000063251.6,protein_coding,Krtap4-1
1201868,ENSMUSG00000044649.4,protein_coding,Krtap4-2
1201876,ENSMUSG00000045109.6,protein_coding,Krtap4-7
1201884,ENSMUSG00000078130.4,protein_coding,Gm11555
1201898,ENSMUSG00000069718.4,protein_coding,Gm11563
1201906,ENSMUSG00000082020.1,unprocessed_pseudogene,Gm14182
1201909,ENSMUSG00000075566.2,protein_coding,Krtap4-6
1201917,ENSMUSG00000082900.1,processed_pseudogene,Gm11557
1201920,ENSMUSG00000082344.1,unprocessed_pseudogene,4930415H17Rik
1201923,ENSMUSG00000078276.1,protein_coding,Gm14190
1201930,ENSMUSG00000083581.1,unprocessed_pseudogene,Gm14186
1201933,ENSMUSG00000078270.3,processed_pseudogene,Gm14193
1201936,ENSMUSG00000078269.1,protein_coding,Gm14180
1201943,ENSMUSG00000078263.1,processed_pseudogene,Gm14188
1201946,ENSMUSG00000078668.3,protein_coding,Gm11595
1201954,ENSMUSG00000089724.1,protein_coding,Krtap4-8
1201962,ENSMUSG00000078262.5,protein_coding,Krtap4-9
1201970,ENSMUSG00000078261.1,protein_coding,Gm11596
1201978,ENSMUSG00000078260.1,protein_coding,Gm11569
1201986,ENSMUSG00000078259.3,protein_coding,Gm11554
1201994,ENSMUSG00000048294.4,protein_coding,Krtap4-13
1202002,ENSMUSG00000078258.1,protein_coding,Gm11564
1202010,ENSMUSG00000078257.2,protein_coding,2300003K06Rik
1202018,ENSMUSG00000082531.1,processed_pseudogene,Gm11556
1202021,ENSMUSG00000046474.9,protein_coding,Krtap4-16
1202029,ENSMUSG00000065007.1,snRNA,Gm26324
1202032,ENSMUSG00000069717.7,protein_coding,Gm11568
1202040,ENSMUSG00000090225.1,protein_coding,Gm11559
1202048,ENSMUSG00000070335.4,protein_coding,Krtap9-1
1202056,ENSMUSG00000059845.5,protein_coding,Gm11567
1202064,ENSMUSG00000082993.1,unprocessed_pseudogene,Gm11566
1202067,ENSMUSG00000070334.4,protein_coding,Krtap31-1
1202075,ENSMUSG00000078256.3,protein_coding,Gm11565
1202083,ENSMUSG00000086688.4,processed_pseudogene,Gm11560
1202086,ENSMUSG00000051481.5,protein_coding,Krtap31-2
1202094,ENSMUSG00000078255.1,protein_coding,Krtap9-5
1202101,ENSMUSG00000082798.1,unprocessed_pseudogene,Gm11561
1202104,ENSMUSG00000081547.1,unprocessed_pseudogene,Gm11553
1202107,ENSMUSG00000078254.1,protein_coding,Krtap29-1
1202114,ENSMUSG00000078253.3,protein_coding,Krtap16-1
1202122,ENSMUSG00000082591.1,processed_pseudogene,Gm11558
1202125,ENSMUSG00000078252.1,protein_coding,Krtap17-1
1202133,ENSMUSG00000035592.2,protein_coding,Krt33a
1202157,ENSMUSG00000057723.3,protein_coding,Krt33b
1202177,ENSMUSG00000043485.2,protein_coding,Krt34
1202197,ENSMUSG00000048981.1,protein_coding,Krt31
1202217,ENSMUSG00000087581.1,antisense,Gm11571
1202222,ENSMUSG00000046095.5,protein_coding,Krt32
1202247,ENSMUSG00000048013.9,protein_coding,Krt35
1202273,ENSMUSG00000020916.8,protein_coding,Krt36
1202293,ENSMUSG00000086702.1,lincRNA,Gm12347
1202299,ENSMUSG00000044041.4,protein_coding,Krt13
1202330,ENSMUSG00000054146.8,protein_coding,Krt15
1202357,ENSMUSG00000020911.14,protein_coding,Krt19
1202387,ENSMUSG00000051617.3,protein_coding,Krt9
1202409,ENSMUSG00000045545.8,protein_coding,Krt14
1202440,ENSMUSG00000084257.1,unprocessed_pseudogene,Gm11597
1202449,ENSMUSG00000082456.1,processed_pseudogene,Gm11598
1202452,ENSMUSG00000053797.10,protein_coding,Krt16
1202474,ENSMUSG00000035557.9,protein_coding,Krt17
1202496,ENSMUSG00000053654.7,protein_coding,Krt42
1202523,ENSMUSG00000086163.1,antisense,Gm14206
1202529,ENSMUSG00000087265.1,lincRNA,Gm12349
1202533,ENSMUSG00000035530.13,protein_coding,Eif1
1202570,ENSMUSG00000017165.1,protein_coding,Gast
1202582,ENSMUSG00000006930.15,protein_coding,Hap1
1202682,ENSMUSG00000092509.1,processed_transcript,Gm20394
1202686,ENSMUSG00000091478.2,processed_pseudogene,Gm10039
1202689,ENSMUSG00000001552.14,protein_coding,Jup
1202779,ENSMUSG00000086031.1,processed_transcript,Gm12348
1202783,ENSMUSG00000006931.15,protein_coding,P3h4
1202812,ENSMUSG00000001555.10,protein_coding,Fkbp10
1202880,ENSMUSG00000017176.17,protein_coding,Nt5c3b
1203026,ENSMUSG00000001558.5,protein_coding,Klhl10
1203051,ENSMUSG00000099193.1,miRNA,Gm27374
1203054,ENSMUSG00000048732.5,protein_coding,Klhl11
1203064,ENSMUSG00000020917.17,protein_coding,Acly
1203297,ENSMUSG00000104854.1,miRNA,Mir7116
1203300,ENSMUSG00000006784.14,protein_coding,Ttc25
1203374,ENSMUSG00000006782.16,protein_coding,Cnp
1203399,ENSMUSG00000014195.15,protein_coding,Dnajc7
1203506,ENSMUSG00000017837.12,protein_coding,Nkiras2
1203567,ENSMUSG00000014198.15,protein_coding,Zfp385c
1203616,ENSMUSG00000109112.1,unitary_pseudogene,Gm44544
1203620,ENSMUSG00000085604.1,antisense,Dhx58os
1203628,ENSMUSG00000017830.15,protein_coding,Dhx58
1203684,ENSMUSG00000020918.14,protein_coding,Kat2a
1203803,ENSMUSG00000017832.2,protein_coding,Hspb9
1203817,ENSMUSG00000019173.11,protein_coding,Rab5c
1203870,ENSMUSG00000035355.15,protein_coding,Kcnh4
1203949,ENSMUSG00000045471.4,protein_coding,Hcrt
1203970,ENSMUSG00000017747.13,protein_coding,Ghdc
1204008,ENSMUSG00000089049.1,misc_RNA,Gm24358
1204011,ENSMUSG00000020919.11,protein_coding,Stat5b
1204105,ENSMUSG00000004043.14,protein_coding,Stat5a
1204267,ENSMUSG00000004040.16,protein_coding,Stat3
1204524,ENSMUSG00000004044.9,protein_coding,Cavin1
1204537,ENSMUSG00000019302.16,protein_coding,Atp6v0a1
1204775,ENSMUSG00000098415.1,miRNA,Mir6928
1204778,ENSMUSG00000001751.9,protein_coding,Naglu
1204806,ENSMUSG00000019301.5,protein_coding,Hsd17b1
1204824,ENSMUSG00000001755.12,protein_coding,Coasy
1204884,ENSMUSG00000017801.15,protein_coding,Mlx
1204977,ENSMUSG00000019303.14,protein_coding,Psmc3ip
1205030,ENSMUSG00000017802.14,protein_coding,Retreg3
1205104,ENSMUSG00000035198.9,protein_coding,Tubg1
1205136,ENSMUSG00000092762.2,miRNA,Gm27626
1205139,ENSMUSG00000045007.9,protein_coding,Tubg2
1205167,ENSMUSG00000035172.15,protein_coding,Plekhh3
1205294,ENSMUSG00000017167.6,protein_coding,Cntnap1
1205352,ENSMUSG00000044052.3,protein_coding,Ccr10
1205362,ENSMUSG00000006920.14,protein_coding,Ezh1
1205522,ENSMUSG00000001240.13,protein_coding,Ramp2
1205604,ENSMUSG00000078656.11,protein_coding,Vps25
1205708,ENSMUSG00000035112.17,protein_coding,Wnk4
1205854,ENSMUSG00000085083.1,antisense,Gm11615
1205858,ENSMUSG00000017188.3,protein_coding,Coa3
1205877,ENSMUSG00000078653.4,protein_coding,Cntd1
1205911,ENSMUSG00000035086.13,protein_coding,Becn1
1206140,ENSMUSG00000084152.1,processed_pseudogene,Gm11617
1206143,ENSMUSG00000078652.9,protein_coding,Psme3
1206223,ENSMUSG00000078651.8,protein_coding,Aoc2
1206250,ENSMUSG00000019326.14,protein_coding,Aoc3
1206277,ENSMUSG00000101925.1,antisense,Gm28156
1206282,ENSMUSG00000083991.1,unprocessed_pseudogene,Gm11618
1206286,ENSMUSG00000082478.1,processed_pseudogene,Gm11619
1206289,ENSMUSG00000076227.1,miRNA,Gm25593
1206292,ENSMUSG00000078650.2,protein_coding,G6pc
1206308,ENSMUSG00000064759.1,snRNA,Gm25475
1206311,ENSMUSG00000097239.7,protein_coding,Gm27029
1206390,ENSMUSG00000075528.13,protein_coding,Aarsd1
1206438,ENSMUSG00000097487.7,protein_coding,Ptges3l
1206506,ENSMUSG00000098600.1,miRNA,Mir6929
1206509,ENSMUSG00000035007.5,protein_coding,Rundc1
1206525,ENSMUSG00000063316.13,protein_coding,Rpl27
1206572,ENSMUSG00000010358.13,protein_coding,Ifi35
1206612,ENSMUSG00000086347.1,antisense,Gm11626
1206616,ENSMUSG00000034993.7,protein_coding,Vat1
1206634,ENSMUSG00000001313.12,protein_coding,Rnd2
1206663,ENSMUSG00000080839.1,processed_pseudogene,Gm11625
1206666,ENSMUSG00000017146.12,protein_coding,Brca1
1206772,ENSMUSG00000017119.19,protein_coding,Nbr1
1207272,ENSMUSG00000034947.13,protein_coding,Tmem106a
1207360,ENSMUSG00000085486.2,protein_coding,Gm11634
1207384,ENSMUSG00000065820.1,snRNA,Gm26316
1207387,ENSMUSG00000086617.1,lincRNA,Gm11635
1207395,ENSMUSG00000010362.9,protein_coding,Rdm1
1207446,ENSMUSG00000065767.1,snRNA,Gm23849
1207449,ENSMUSG00000064702.1,snRNA,Gm24950
1207452,ENSMUSG00000065251.1,snRNA,Gm23971
1207455,ENSMUSG00000065944.1,snRNA,Rnu2-10
1207458,ENSMUSG00000034936.2,protein_coding,Arl4d
1207468,ENSMUSG00000034931.15,protein_coding,Dhx8
1207575,ENSMUSG00000017724.14,protein_coding,Etv4
1207732,ENSMUSG00000001493.9,protein_coding,Meox1
1207744,ENSMUSG00000085594.1,antisense,Gm11551
1207748,ENSMUSG00000082171.1,processed_pseudogene,Rpl27-ps2
1207751,ENSMUSG00000071818.9,antisense,4930417O22Rik
1207757,ENSMUSG00000001494.6,protein_coding,Sost
1207767,ENSMUSG00000093467.1,antisense,Gm20659
1207771,ENSMUSG00000003518.13,protein_coding,Dusp3
1207851,ENSMUSG00000010841.13,protein_coding,Cfap97d1
1207895,ENSMUSG00000052373.14,protein_coding,Mpp3
1208082,ENSMUSG00000087216.1,antisense,E130111B04Rik
1208086,ENSMUSG00000017309.11,protein_coding,Cd300lg
1208161,ENSMUSG00000017314.12,protein_coding,Mpp2
1208244,ENSMUSG00000017316.13,protein_coding,Ppy
1208269,ENSMUSG00000017311.15,protein_coding,Pyy
1208309,ENSMUSG00000084200.1,processed_pseudogene,Gm11584
1208312,ENSMUSG00000082045.4,processed_pseudogene,Gm11585
1208315,ENSMUSG00000048217.11,protein_coding,Nags
1208347,ENSMUSG00000087339.1,antisense,Gm11586
1208351,ENSMUSG00000020921.6,protein_coding,Tmem101
1208372,ENSMUSG00000020922.11,protein_coding,Lsm12
1208416,ENSMUSG00000034793.15,protein_coding,G6pc3
1208477,ENSMUSG00000008855.17,protein_coding,Hdac5
1208876,ENSMUSG00000098863.1,miRNA,Mir8101
1208879,ENSMUSG00000034773.16,protein_coding,BC030867
1208946,ENSMUSG00000034768.4,protein_coding,Asb16
1208962,ENSMUSG00000034757.15,protein_coding,Tmub2
1209004,ENSMUSG00000059995.12,protein_coding,Atxn7l3
1209154,ENSMUSG00000020923.17,protein_coding,Ubtf
1209596,ENSMUSG00000006574.15,protein_coding,Slc4a1
1209662,ENSMUSG00000087330.1,lincRNA,Bloodlinc
1209667,ENSMUSG00000006575.14,protein_coding,Rundc3a
1209812,ENSMUSG00000018677.9,protein_coding,Slc25a39
1210054,ENSMUSG00000098774.1,miRNA,Mir6930
1210057,ENSMUSG00000034708.11,protein_coding,Grn
1210153,ENSMUSG00000034685.4,protein_coding,Fam171a2
1210184,ENSMUSG00000034664.13,protein_coding,Itga2b
1210312,ENSMUSG00000092641.2,misc_RNA,Gm23563
1210315,ENSMUSG00000034621.14,protein_coding,Gpatch8
1210365,ENSMUSG00000082487.1,processed_pseudogene,Gm11628
1210368,ENSMUSG00000081677.1,processed_pseudogene,Mdk-ps1
1210371,ENSMUSG00000065657.1,snRNA,Gm25337
1210374,ENSMUSG00000078640.9,protein_coding,Gm11627
1210402,ENSMUSG00000050288.6,protein_coding,Fzd2
1210410,ENSMUSG00000086105.1,lincRNA,Gm11636
1210414,ENSMUSG00000086283.7,lincRNA,2810433D01Rik
1210424,ENSMUSG00000080992.1,processed_pseudogene,Psmb5-ps
1210427,ENSMUSG00000076129.1,miRNA,Gm22920
1210430,ENSMUSG00000051455.13,protein_coding,Meioc
1210471,ENSMUSG00000020925.16,protein_coding,Ccdc43
1210516,ENSMUSG00000084375.1,processed_pseudogene,Gm11637
1210520,ENSMUSG00000086162.1,unitary_pseudogene,Gm16342
1210533,ENSMUSG00000020926.16,protein_coding,Adam11
1210699,ENSMUSG00000034520.14,protein_coding,Gjc1
1210740,ENSMUSG00000064788.1,snoRNA,Gm22683
1210743,ENSMUSG00000020928.14,protein_coding,Higd1b
1210781,ENSMUSG00000020929.14,protein_coding,Eftud2
1211040,ENSMUSG00000097410.1,lincRNA,Gm26668
1211044,ENSMUSG00000020930.9,protein_coding,Ccdc103
1211075,ENSMUSG00000075510.3,protein_coding,Fam187a
1211083,ENSMUSG00000020932.14,protein_coding,Gfap
1211133,ENSMUSG00000051378.10,protein_coding,Kif18b
1211175,ENSMUSG00000045532.5,protein_coding,C1ql1
1211185,ENSMUSG00000085338.1,lincRNA,2410004I01Rik
1211190,ENSMUSG00000020935.8,protein_coding,Dcakd
1211227,ENSMUSG00000098613.1,miRNA,Mir6931
1211230,ENSMUSG00000020936.8,protein_coding,Nmt1
1211271,ENSMUSG00000020937.14,protein_coding,Plcd3
1211343,ENSMUSG00000056938.16,protein_coding,Acbd4
1211527,ENSMUSG00000048878.6,protein_coding,Hexim1
1211535,ENSMUSG00000043372.12,protein_coding,Hexim2
1211585,ENSMUSG00000055805.15,protein_coding,Fmnl1
1211801,ENSMUSG00000092371.1,antisense,Gm20511
1211805,ENSMUSG00000020940.13,protein_coding,1700023F06Rik
1211896,ENSMUSG00000044787.7,protein_coding,Spata32
1211912,ENSMUSG00000020941.7,protein_coding,Map3k14
1211961,ENSMUSG00000078635.3,processed_transcript,1700028N14Rik
1211966,ENSMUSG00000034255.17,protein_coding,Arhgap27
1212109,ENSMUSG00000085887.2,antisense,Arhgap27os3
1212115,ENSMUSG00000085360.1,antisense,Arhgap27os2
1212119,ENSMUSG00000085733.1,antisense,Arhgap27os1
1212123,ENSMUSG00000034247.9,protein_coding,Plekhm1
1212172,ENSMUSG00000110636.1,lincRNA,Gm39397
1212176,ENSMUSG00000078632.3,protein_coding,Lrrc37a
